,uniqueID,duration,date,drugName,review,rating,upvotes,drug,page
2200,Jimy,Taken for 1 to 6 months,"April 1, 2021",Contrave (bupropion / naltrexone),"I had the Gastric bypass in December of 01, I was a KFC biscuit short of 400Lbs. The lowest I became was around 240 and my weight fluctuate between that and 260. I was asked by my VA dietitian if I would like to try something to take off some additional weight. I was placed on the Contrave Medication. When I started (Sep 2020) I was 255. I weighed in this morning (NO JOKE) 225. I am actually the same weight I was at when I was Playing college ball in the midwest, to be honest If we did not have the stupid restrictions about going to a Gym (CA) I feel I can get down to my army wrestling weight of 220 . Normally a person will consume food when the body says",10.0,68,bupropion-naltrexone,3
2201,Esqui...,,"July 26, 2015",Contrave (bupropion / naltrexone),"I am a 35 year old woman who has been fighting with my eating issues since I was a child. Thanks to this medicine for the first time in my life I am not compelled to finish my plate and am perfectly happy sticking to a 1200-1500 calorie diet. I finally know when I'm full from eating. I have had zero side effects from contrave. No nausea, no constipation, and thankfully no seizures. I had decided along with my doctor that the possible side effects were far outweighed by the results. I started the pills April 21st and am down 50 pounds as of June 22nd. This is a life changer!",10.0,176,bupropion-naltrexone,3
2202,1more...,Taken for less than 1 month,"November 9, 2014",Contrave (bupropion / naltrexone),"Am mid-way into my 2nd week and wanted to report preliminary results. I am a comfort/stress eater who gained 70 pounds in 2 years. No side effects, other than being tired at the end of the day (which is not a reported side effect, so maybe from change in diet). I am still hungry, but it is easier to turn away from night-time snacks. I was able to turn away from my children's Halloween candy, which was a first. I didn't want a cafe con leche this morning (sweet/milk) - which is my constant craving. I've had modest weight loss, which I started about 2 weeks prior to the Contrave, for a total of 15 pounds in just under 4 weeks. Starting weight 201, 5'5",10.0,187,bupropion-naltrexone,3
2203,Karaken,,"December 12, 2016",Contrave (bupropion / naltrexone),"I started Contrave in October of 2015. I followed a 1200-1500 calorie diet and walked for activity. I lost 60 pounds by July of 2016. I was taken off the medicine slowly and have since maintained the weight loss. I did suffer through some illness in the beginning, but I used bonine for the nausea. After two to three weeks I felt fine. Contrave was a success for me!!!!",10.0,149,bupropion-naltrexone,3
2204,CAR,Taken for 1 to 6 months,"July 16, 2019",Contrave (bupropion / naltrexone),"I have been on Contrave since the middle of May. In 2 months, I have lost 28 lbs and going strong. I no longer snack between meals and I am able to step away from the dinner table after one plate of food. I am not just taking the pills alone, I am also walking on daily basis up to 15,000 steps and pushing myself twice a week to 25,000 steps. I have no issue with this medication and would recommend it with balanced diet and exercise.",9.0,99,bupropion-naltrexone,3
2205,Bcd,Taken for less than 1 month,"June 15, 2019",Contrave (bupropion / naltrexone),"My cravings are now eliminated. It’s scary. Contrave gave me the self awareness that my over calorie eating is an addiction to carbs. I live to eat. On Contrave I eat to live. I wish I knew about this addiction long ago. I need to learn more about how to eliminate this life sucking addiction. How can a pill, in such a short time, completely eliminate carb addiction? I am now easily dropping 3 pounds a week. I do high cardio and walk. I like physical activities. I eat healthy. I know how to eat healthy. I just don’t have enough will power to over come the addiction. Please Lord, hear my prayer. Please give me control over eating when I go off of Contrave. I have no idea how to overcome this addiction which lives inside my brain. I had no idea I have a problem. I realize now I do not have the power to overcome it without your help. Amen",9.0,96,bupropion-naltrexone,3
2206,Lydia,Taken for less than 1 month,"September 22, 2020",Contrave (bupropion / naltrexone),"Started Contrave a week ago - 1 tablet in the morning. Only side affect was got a bit of a headache for the first two days, doubled my water consumption to approximately 4-5litres a day and no more headaches. Prior to Contrave I was addicted to all sweets, especially chocolate, drank sugary drinks, was a constant snacker and over eater. I do not crave these things anymore which feels amazing. Within a week I have more energy, feel better about myself and have gained the confidence to beat my food addictions. Week 2 starts tomorrow. My starting weight is 95kg with a BMI of 37. Haven’t weighed in yet, however, can feel a slight Duffy in the tightness of my clothes.",10.0,71,bupropion-naltrexone,3
2207,Sam,Taken for 1 to 2 years,"June 16, 2019",Contrave (bupropion / naltrexone),"Contrave is not a magic weight loss pill. It is a tool to help you lose weight, but you have to commit to a different lifestyle which includes some kind of exercise and dietary changes. When I first went on Contrave, I was a little nauseous and my appetite was greatly diminished. I lost a few pounds at first but it wasn't until I started moving that the weight came off. I started by just walking a few blocks and over 4 months built up to full workouts at the gym. I also ate better and less. I have now been on Contrave 1 1/2 years and I have lost a little more than 50 pounds. I went from 211 lbs to 158 lbs and I have kept it off. I worry that I might gain weight if I stop taking it, but with all of the changes I have made to live a healthy lifestyle, I shouldn't gain much. Nonetheless, I will stay on the medication as long as it is safe to do so. Contrave didn't make me lose weight. It gave me the jump start I needed to begin a weight loss regime.",9.0,94,bupropion-naltrexone,3
2208,shanta...,Taken for 1 to 6 months,"December 18, 2014",Contrave (bupropion / naltrexone),"I am on my second month of Contrave and I am down 18lbs. I follow a lower carb diet and exercise about 2-3 times a week. First medicine that has helped me lose. I normally lose and gain back due to hormone issues, but this actually works! I would recommend to anyone.",10.0,164,bupropion-naltrexone,3
2209,txtw,,"April 26, 2017",Contrave (bupropion / naltrexone),"This is an update to my previous review. I have now been on Contrave for three months, and in that time I have lost 35 lbs (goal is 130 lbs total). The first two weeks were horrible, then the side effects subsided. When I consciously watch my diet, I lose very steadily. Even if I don't, I usually lose 2 lbs a week. My life before Contrave was constantly thinking about food, snacking, and looking for the next",10.0,121,bupropion-naltrexone,3
2210,Bucke...,Taken for 1 to 6 months,"September 19, 2019",Contrave (bupropion / naltrexone),"I have now been using it for almost 6 months and it definitely works! I lost 15lbs in the first couple of months without dieting or exercising. I haven't felt motivated to go into diet mode so I can lose more, but Contrave has helped tremendously with overeating. I am pretty much eating whatever I want, but I feel full very quickly. I have not put any weight back on and it's likely because I finally have portion control. Here is my advice to any newbies beginning this med based on my experience: The first few days I felt incredibly nauseous. Don't try to eat your normal diet and typical portion sizes. Doing that will probably make you feel very sick! Eat very light meals and very small portions. Although you're supposed to increase the dose until eventually you're taking 4 pills a day, I never took that many. I've found that if I take my first dose with a morning snack and a second dose late in the afternoon, that pretty much keeps my appetite at bay all day.",9.0,82,bupropion-naltrexone,3
